id,model_number,type,description,aesthetic,dimensions,finish,supplied_accessories,optional_accessories,safety,power,warranty,status,created_at,updated_at,slug,notes,ean,cover_image,price,noise,defrost,lighting,nb_drawers,nb_shelves,accessories,star_rating,nb_of_drawers,gross_capacity,energy_consumption,features
134,FAB28RBLF,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rblf,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
135,FAB28RBL1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbl1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
136,FAB28RBL3,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbl3,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
137,FAB28RBR1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbr1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
138,FAB28RBS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
139,FAB28RBV,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbv,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
140,FAB28RBV3,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbv3,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
141,FAB28RB1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rb1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
142,FAB28RCG,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rcg,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
143,FAB28RCG1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rcg1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
144,FAB28RCR3,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rcr3,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
145,FAB28RCS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rcs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
146,FAB28RCS1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rcs1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
147,FAB28RDB,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rdb,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
148,FAB28RG,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rg,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
149,FAB28RG1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rg1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
150,FAB28RIT,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rit,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
151,FAB28RIT1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rit1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
152,FAB28RNE1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rne1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
153,FAB28RO1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28ro1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
154,FAB28RPA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rpa1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
155,FAB28RP1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rp1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
156,FAB28RRA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rra1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
157,FAB28RRD3,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rrd3,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
158,FAB28RRO1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rro1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
159,FAB28RR1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rr1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
160,FAB28RS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
161,FAB28RUJ,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28ruj,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
162,FAB28RUJ1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28ruj1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
163,FAB28RVE1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rve1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
164,FAB28RV1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rv1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
165,FAB28RX1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rx1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
166,FAB28SS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28ss,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
167,FAB28UJ,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28uj,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
168,FAB32APR7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32apr7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
169,FAB32ARR7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32arr7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
170,FAB32ASR7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32asr7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
171,FAB32AZS7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32azs7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
172,FAB32AZ7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32az7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
173,FAB32B,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32b,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
174,FAB32B/7,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1926mmH x 720mmD (includes handle),"Orange
 Pastel blue
 White
 Blue
 Black
 Pink
 Red
 Silver
 Pastel green
 Lime green","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab32b-7,"","","",0.0,41 dBA,Total Frost Free,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",1 x Egg tray,3.5 Star,"2 x plastic drawers
1 x compartments with flap door","Refrigerator: 229L
Freezer: 75L
Total: 304L",323kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality
frost free freezer"
