id,model_number,type,description,aesthetic,dimensions,finish,supplied_accessories,optional_accessories,safety,power,warranty,status,created_at,updated_at,slug,notes,ean,cover_image,price,noise,defrost,lighting,nb_drawers,nb_shelves,accessories,star_rating,nb_of_drawers,gross_capacity,energy_consumption,features
92,FAB28CS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28cs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
93,FAB28GLR1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28glr1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
94,FAB28GS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28gs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
95,FAB28IT,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28it,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
96,FAB28L,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28l,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
97,FAB28LAU,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lau,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
98,FAB28LAU1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lau1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
99,FAB28LAZ1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28laz1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
100,FAB28LB,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lb,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
101,FAB28LBL1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lbl1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
102,FAB28LBS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lbs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
103,FAB28LBV,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lbv,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
104,FAB28LBV3,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lbv3,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
105,FAB28LB1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lb1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
106,FAB28LCG,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lcg,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
107,FAB28LCG1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lcg1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
108,FAB28LCS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lcs,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
109,FAB28LCS1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lcs1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
110,FAB28LEB,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28leb,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
111,FAB28LG,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lg,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
112,FAB28LG1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lg1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
113,FAB28LNE1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lne1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
114,FAB28LO1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lo1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
115,FAB28LP1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lp1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
116,FAB28LRO1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lro1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
117,FAB28LR1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lr1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
118,FAB28LUJ1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28luj1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
119,FAB28LVE1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lve1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
120,FAB28LV1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lv1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
121,FAB28LX1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28lx1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
122,FAB28O,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28o,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
123,FAB28OS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28os,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
124,FAB28PKL1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28pkl1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
125,FAB28PKR1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28pkr1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
126,FAB28PS,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28ps,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
127,FAB28R-DG,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28r-dg,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
128,FAB28RAU,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rau,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
129,FAB28RAU1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rau1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
130,FAB28RAZA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28raza1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
131,FAB28RAZ1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28raz1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
132,FAB28RB,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rb,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
133,FAB28RBKA1,FabRefrigeration,50's Style Retro Refrigerator,,600mmW x 1510mmH x 732mmD (includes handle),"Pastel Blue
 White
 Blue
 Black
 Cream
 Pink
 Red
 Silver
 Pastel green
 Lime green
 Decorated / Special","","","","220-240V, 50Hz,10A (3-pin plug)",2 years parts and labour,"",02/10/2018,02/10/2018,fab28rbka1,"","","",0.0,39 dBA,n/a,LED,1 x Crisper drawer,"3 x Quick chill glass
1 x Bottle rack 
1 x Crisper cover",n/a,3.5 Star,n/a,"Refrigerator: 222L
Freezer: 26L
Total: 248L",246kWh/year,"iconic design
quick chill glass zones
vibrant colours
perfect blend of art and functionality"
